instance_name,solver_name,total_distance_km,solve_time_seconds,optimality_gap_percent,num_locations,source_file
dense_location_18,Held-Karp (DP),11.734000000000002,0.272968053817749,0.0,15,visualization/output/dense_location_18_routes.json
dense_location_18,Nearest Neighbor,13.755000000000003,9.298324584960938e-05,17.223453212885637,15,visualization/output/dense_location_18_routes.json
dense_location_18,RL Solver,13.36,0.00828695297241211,13.857167206408704,15,visualization/output/dense_location_18_routes.json
,,,,,,
dense_location_19,Branch & Bound,15.112,3.064495086669922,0.0,15,visualization/output/dense_location_19_routes.json
dense_location_19,Held-Karp (DP),15.112,0.2601151466369629,0.0,15,visualization/output/dense_location_19_routes.json
dense_location_19,Nearest Neighbor,18.161,9.489059448242188e-05,20.176019057702497,15,visualization/output/dense_location_19_routes.json
dense_location_19,RL Solver,23.571,0.012555837631225586,55.97538380095289,15,visualization/output/dense_location_19_routes.json
,,,,,,
dense_location_2,Branch & Bound,17.965999999999998,0.39173293113708496,0.0,10,visualization/output/dense_location_2_routes.json
dense_location_2,Held-Karp (DP),17.965999999999998,0.0069370269775390625,0.0,10,visualization/output/dense_location_2_routes.json
dense_location_2,Nearest Neighbor,20.911,5.602836608886719e-05,16.392073917399554,10,visualization/output/dense_location_2_routes.json
dense_location_2,RL Solver,20.755,0.002630949020385742,15.52376711566293,10,visualization/output/dense_location_2_routes.json
,,,,,,
dense_location_20,Branch & Bound,15.176,13.309316158294678,0.0,15,visualization/output/dense_location_20_routes.json
dense_location_20,Held-Karp (DP),15.176,0.26032090187072754,0.0,15,visualization/output/dense_location_20_routes.json
dense_location_20,Nearest Neighbor,18.833,8.606910705566406e-05,24.097258829731143,15,visualization/output/dense_location_20_routes.json
dense_location_20,RL Solver,19.786,0.009131193161010742,30.37691091196627,15,visualization/output/dense_location_20_routes.json
,,,,,,
dense_location_3,Branch & Bound,4.462,0.023745059967041016,0.0,10,visualization/output/dense_location_3_routes.json
dense_location_3,Held-Karp (DP),4.462,0.004347801208496094,0.0,10,visualization/output/dense_location_3_routes.json
dense_location_3,Nearest Neighbor,4.463,0.00017786026000976562,0.022411474675041104,10,visualization/output/dense_location_3_routes.json
dense_location_3,RL Solver,6.961000000000001,0.006853818893432617,56.00627521290904,10,visualization/output/dense_location_3_routes.json
,,,,,,
dense_location_4,Branch & Bound,6.669,0.08974814414978027,0.0,10,visualization/output/dense_location_4_routes.json
dense_location_4,Held-Karp (DP),6.669,0.0046160221099853516,0.0,10,visualization/output/dense_location_4_routes.json
dense_location_4,Nearest Neighbor,7.4239999999999995,7.915496826171875e-05,11.321037636827109,10,visualization/output/dense_location_4_routes.json
dense_location_4,RL Solver,7.306,0.00872492790222168,9.551656920077981,10,visualization/output/dense_location_4_routes.json
,,,,,,
dense_location_5,Branch & Bound,5.316,0.05361795425415039,0.0,10,visualization/output/dense_location_5_routes.json
dense_location_5,Held-Karp (DP),5.316,0.012833118438720703,0.0,10,visualization/output/dense_location_5_routes.json
dense_location_5,Nearest Neighbor,6.065,7.796287536621094e-05,14.08954100827691,10,visualization/output/dense_location_5_routes.json
dense_location_5,RL Solver,8.96,0.008792877197265625,68.54778028592929,10,visualization/output/dense_location_5_routes.json
,,,,,,
dense_location_6,Branch & Bound,8.328000000000001,0.07231473922729492,0.0,10,visualization/output/dense_location_6_routes.json
dense_location_6,Held-Karp (DP),8.328000000000001,0.011665821075439453,0.0,10,visualization/output/dense_location_6_routes.json
dense_location_6,Nearest Neighbor,10.995000000000001,0.00014901161193847656,32.024495677233425,10,visualization/output/dense_location_6_routes.json
dense_location_6,RL Solver,9.841000000000001,0.006658077239990234,18.16762728146013,10,visualization/output/dense_location_6_routes.json
,,,,,,
dense_location_7,Branch & Bound,13.406999999999998,0.02547907829284668,0.0,10,visualization/output/dense_location_7_routes.json
dense_location_7,Held-Karp (DP),13.406999999999998,0.011608123779296875,0.0,10,visualization/output/dense_location_7_routes.json
dense_location_7,Nearest Neighbor,16.883,3.910064697265625e-05,25.92675468039085,10,visualization/output/dense_location_7_routes.json
dense_location_7,RL Solver,15.834999999999999,0.008454084396362305,18.10994256731559,10,visualization/output/dense_location_7_routes.json
,,,,,,
dense_location_8,Branch & Bound,19.584000000000003,0.0742950439453125,0.0,10,visualization/output/dense_location_8_routes.json
dense_location_8,Held-Karp (DP),19.584000000000003,0.004183053970336914,0.0,10,visualization/output/dense_location_8_routes.json
dense_location_8,Nearest Neighbor,21.685000000000002,5.817413330078125e-05,10.728145424836596,10,visualization/output/dense_location_8_routes.json
dense_location_8,RL Solver,23.1,0.0023300647735595703,17.95343137254901,10,visualization/output/dense_location_8_routes.json
,,,,,,
dense_location_9,Branch & Bound,7.616,0.016744136810302734,0.0,10,visualization/output/dense_location_9_routes.json
dense_location_9,Held-Karp (DP),7.616,0.011731863021850586,0.0,10,visualization/output/dense_location_9_routes.json
dense_location_9,Nearest Neighbor,8.546,2.5987625122070312e-05,12.21113445378151,10,visualization/output/dense_location_9_routes.json
dense_location_9,RL Solver,7.697000000000001,0.004996061325073242,1.0635504201680843,10,visualization/output/dense_location_9_routes.json
,,,,,,
sparse_location_1,Branch & Bound,113.851,0.023154258728027344,0.0,10,visualization/output/sparse_location_1_routes.json
sparse_location_1,Held-Karp (DP),113.851,0.00801396369934082,0.0,10,visualization/output/sparse_location_1_routes.json
sparse_location_1,Nearest Neighbor,122.391,2.3126602172851562e-05,7.5010320506627135,10,visualization/output/sparse_location_1_routes.json
sparse_location_1,RL Solver,132.29899999999998,0.008957862854003906,16.203634575014693,10,visualization/output/sparse_location_1_routes.json
,,,,,,
sparse_location_10,Branch & Bound,325.00899999999996,0.3118748664855957,0.0,10,visualization/output/sparse_location_10_routes.json
sparse_location_10,Held-Karp (DP),325.00899999999996,0.009268045425415039,0.0,10,visualization/output/sparse_location_10_routes.json
sparse_location_10,Nearest Neighbor,364.606,7.176399230957031e-05,12.183354922479083,10,visualization/output/sparse_location_10_routes.json
sparse_location_10,RL Solver,366.761,0.008816957473754883,12.846413483934313,10,visualization/output/sparse_location_10_routes.json
,,,,,,
sparse_location_11,Branch & Bound,19.054000000000002,3.0430312156677246,0.0,15,visualization/output/sparse_location_11_routes.json
sparse_location_11,Held-Karp (DP),19.054000000000002,0.25820422172546387,0.0,15,visualization/output/sparse_location_11_routes.json
sparse_location_11,Nearest Neighbor,25.089000000000002,5.984306335449219e-05,31.67313949826808,15,visualization/output/sparse_location_11_routes.json
sparse_location_11,RL Solver,26.183,0.009083986282348633,37.41471607011649,15,visualization/output/sparse_location_11_routes.json
,,,,,,
sparse_location_12,Branch & Bound,53.282999999999994,21.766777753829956,0.0,15,visualization/output/sparse_location_12_routes.json
sparse_location_12,Held-Karp (DP),53.282999999999994,0.26598286628723145,0.0,15,visualization/output/sparse_location_12_routes.json
sparse_location_12,Nearest Neighbor,58.175,8.296966552734375e-05,9.181164724208477,15,visualization/output/sparse_location_12_routes.json
sparse_location_12,RL Solver,68.787,0.008755922317504883,29.09746072856261,15,visualization/output/sparse_location_12_routes.json
,,,,,,
sparse_location_13,Branch & Bound,73.13467697323672,71.74417805671692,0.0,15,visualization/output/sparse_location_13_routes.json
sparse_location_13,Held-Karp (DP),73.13467697323672,0.26032209396362305,0.0,15,visualization/output/sparse_location_13_routes.json
sparse_location_13,Nearest Neighbor,96.753087636008,9.298324584960938e-05,32.29440757824681,15,visualization/output/sparse_location_13_routes.json
sparse_location_13,RL Solver,89.0653879664005,0.0041239261627197266,21.78270507572425,15,visualization/output/sparse_location_13_routes.json
,,,,,,
sparse_location_14,Branch & Bound,79.37100000000001,3.4349617958068848,0.0,15,visualization/output/sparse_location_14_routes.json
sparse_location_14,Held-Karp (DP),79.37100000000001,0.2557377815246582,0.0,15,visualization/output/sparse_location_14_routes.json
sparse_location_14,Nearest Neighbor,87.251,8.392333984375e-05,9.928059366771231,15,visualization/output/sparse_location_14_routes.json
